Fight_Id,Win/No Contest/Draw,Fighter_Id_1,Fighter_Id_2,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id_x,Result_1,Result_2,Time Format,Referee,Method Details,Kd_1,Kd_2,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Total Str._1,Total Str._2,Td_1,Td_2,Td %_1,Td %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_1,Head_2,Body_1,Body_2,Leg_1,Leg_2,Distance_1,Distance_2,Clinch_1,Clinch_2,Ground_1,Ground_2,Event_Id_y
39f746cee66e8771,win,f2688492b9a525a3,cbf5e6f231b55443,Frankie Edgar,Yair Rodriguez,0,0,72,16,1,0,0,1,Featherweight,KO/TKO,2,5:00,5df10509264586e5,W,L,3 Rnd (5-5-5),Chris Reed,Eye Injury,0,0,72 of 103,16 of 42,69%,38%,96 of 130,29 of 57,1 of 3,0 of 0,33%,---,0,1,0,0,8:25,0:00,67 of 98,14 of 39,5 of 5,1 of 1,0 of 0,1 of 2,3 of 16,3 of 18,0 of 0,2 of 4,69 of 87,11 of 20,5df10509264586e5
362a5b3cd4a70330,win,d2c55d1d2e67773b,4e06913c91da5200,Krzysztof Jotko,David Branch,0,0,28,39,1,2,0,0,Middleweight,S-DEC,3,5:00,5df10509264586e5,L,W,3 Rnd (5-5-5),Don Turnage,Jeff Mullen28 - 29.Chris Reed29 - 28.Troy Wincapaw28 - 29.,0,0,28 of 85,39 of 122,32%,31%,49 of 110,93 of 181,1 of 2,2 of 7,50%,28%,0,0,0,0,0:58,5:12,17 of 69,16 of 90,11 of 16,13 of 21,0 of 0,10 of 11,13 of 64,23 of 97,15 of 20,11 of 18,0 of 1,5 of 7,5df10509264586e5
6fe9729cee57c680,ncnc,33a331684283900f,029eaff01e6bb8f0,Eddie Alvarez,Dustin Poirier,0,0,44,73,1,0,0,2,Lightweight,CNC,2,4:02,5df10509264586e5,NC,NC,3 Rnd (5-5-5),Herb Dean,Illegal Knees by Alvarez,0,0,44 of 127,73 of 144,34%,50%,44 of 128,79 of 150,1 of 4,0 of 0,25%,---,0,2,0,0,1:16,0:00,32 of 111,61 of 128,11 of 13,7 of 11,1 of 3,5 of 5,36 of 112,61 of 127,5 of 12,12 of 17,3 of 3,0 of 0,5df10509264586e5
9882c1dac77c0367,win,bb1a2cdad6ff34db,4bd6b4800070b069,Chas Skelly,Jason Knight,0,1,29,59,1,2,0,3,Featherweight,KO/TKO Punch,3,0:39,5df10509264586e5,L,W,3 Rnd (5-5-5),Jacob Montalvo,Punch to Head At Distance,0,1,29 of 63,59 of 109,46%,54%,37 of 71,65 of 116,1 of 6,2 of 2,16%,100%,0,3,1,2,3:49,1:45,23 of 54,46 of 90,4 of 7,7 of 11,2 of 2,6 of 8,28 of 61,30 of 72,1 of 1,6 of 8,0 of 1,23 of 29,5df10509264586e5
f26657d5018ee428,win,01b352b6a9074d5c,d1528ac5675558b1,Chase Sherman,Rashad Coulter,1,0,103,36,0,0,0,0,Heavyweight,KO/TKO Elbow,2,3:36,5df10509264586e5,W,L,3 Rnd (5-5-5),Jacob Montalvo,Elbow to Head In Clinch,1,0,103 of 231,36 of 83,44%,43%,107 of 235,36 of 83,0 of 0,0 of 0,---,---,0,0,0,0,0:57,0:00,67 of 188,32 of 79,11 of 12,3 of 3,25 of 31,1 of 1,75 of 190,29 of 73,10 of 15,7 of 10,18 of 26,0 of 0,5df10509264586e5
567cefcaba821205,win,6256b2b1562cb8e1,edd02825c29028fe,James Vick,Marco Polo Reyes,1,0,20,16,0,0,0,0,Lightweight,KO/TKO Punch,1,2:39,5df10509264586e5,W,L,3 Rnd (5-5-5),Don Turnage,Punch to Head At Distance,1,0,20 of 52,16 of 42,38%,38%,20 of 52,16 of 42,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,14 of 44,3 of 23,5 of 7,6 of 9,1 of 1,7 of 10,13 of 43,12 of 38,1 of 1,4 of 4,6 of 8,0 of 0,5df10509264586e5
af2ef75664656957,win,5f179af5fffeb9f6,8f382b3baa954d2a,Jessica Aguilar,Cortney Casey,0,0,57,103,4,0,0,0,Women's Strawweight,U-DEC,3,5:00,5df10509264586e5,L,W,3 Rnd (5-5-5),Kerry Hatley,Dan Mathisen27 - 30.Chris Reed27 - 30.Aladin Martinez27 - 30.,0,0,57 of 106,103 of 294,53%,35%,102 of 154,172 of 368,4 of 5,0 of 0,80%,---,0,0,0,0,6:28,1:21,27 of 70,70 of 252,10 of 15,9 of 14,20 of 21,24 of 28,24 of 53,50 of 209,10 of 18,21 of 36,23 of 35,32 of 49,5df10509264586e5
7188621a628e718d,win,be0b310a12eb80b4,436f970c9ea9169c,Gabriel Benitez,Enrique Barzola,0,0,51,46,0,9,0,1,Featherweight,U-DEC,3,5:00,5df10509264586e5,L,W,3 Rnd (5-5-5),Kerry Hatley,Dan Mathisen28 - 29.Chris Reed28 - 29.Aladin Martinez28 - 29.,0,0,51 of 151,46 of 148,33%,31%,67 of 169,94 of 212,0 of 0,9 of 15,---,60%,0,1,1,0,0:00,5:47,33 of 125,33 of 129,12 of 18,7 of 12,6 of 8,6 of 7,49 of 147,36 of 131,1 of 3,7 of 10,1 of 1,3 of 7,5df10509264586e5
14dbcdbe8e7251bf,win,af997f7611673880,2d447cc91bdaa545,Joachim Christensen,Gadzhimurad Antigulov,0,0,1,2,0,1,0,1,Light Heavyweight,SUB Rear Naked Choke,1,2:21,5df10509264586e5,L,W,3 Rnd (5-5-5),Don Turnage,Rear Naked Choke,0,0,1 of 3,2 of 4,33%,50%,1 of 3,7 of 12,0 of 0,1 of 1,---,100%,0,1,0,0,0:00,1:59,1 of 3,1 of 3,0 of 0,0 of 0,0 of 0,1 of 1,1 of 3,1 of 3,0 of 0,0 of 0,0 of 0,1 of 1,5df10509264586e5
b29ed164b3014a42,win,d247691a6c0e9034,02f2a9702ba3d167,Cub Swanson,Artem Lobov,0,0,209,123,2,2,0,0,Featherweight,U-DEC,5,5:00,bc7f7f0ba3db74d2,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary46 - 49.Chris Lee46 - 49.Jeff Mullen45 - 50.,0,0,209 of 296,123 of 276,70%,44%,251 of 344,134 of 290,2 of 3,2 of 8,66%,25%,0,0,0,0,2:23,1:48,114 of 190,79 of 205,47 of 55,17 of 35,48 of 51,27 of 36,171 of 248,117 of 260,29 of 38,5 of 15,9 of 10,1 of 1,bc7f7f0ba3db74d2
2310fbcb6fdf3b47,win,59279a7c978f7da0,82e7929bf6c2b689,Al Iaquinta,Diego Sanchez,2,0,12,4,0,0,0,0,Lightweight,KO/TKO Punch,1,1:38,bc7f7f0ba3db74d2,W,L,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,2,0,12 of 19,4 of 15,63%,26%,12 of 19,4 of 15,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00,9 of 15,2 of 13,1 of 2,2 of 2,2 of 2,0 of 0,8 of 15,4 of 14,2 of 2,0 of 1,2 of 2,0 of 0,bc7f7f0ba3db74d2
53c96668bf850809,win,50db8711c70196cd,ab943cd2c3c17825,Ovince Saint Preux,Marcos Rogerio de Lima,0,0,21,17,1,0,1,0,Light Heavyweight,SUB Von Flue Choke,2,2:11,bc7f7f0ba3db74d2,W,L,3 Rnd (5-5-5),Dan Miragliotta,Von Flue Choke From Half Guard,0,0,21 of 41,17 of 45,51%,37%,30 of 50,17 of 45,1 of 2,0 of 0,50%,---,1,0,0,0,1:49,0:00,15 of 32,3 of 12,4 of 6,5 of 15,2 of 3,9 of 18,12 of 29,17 of 45,1 of 1,0 of 0,8 of 11,0 of 0,bc7f7f0ba3db74d2
8b97cd609c7152b7,win,99506df1af6c8b3b,fc9a9559a05f2704,John Dodson,Eddie Wineland,0,0,48,21,0,0,0,0,Bantamweight,U-DEC,3,5:00,bc7f7f0ba3db74d2,W,L,3 Rnd (5-5-5),Herb Dean,Anthony Maness28 - 29.Roy Silbert27 - 30.Eric Colon27 - 30.,0,0,48 of 103,21 of 138,46%,15%,48 of 103,21 of 138,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00,23 of 75,14 of 125,21 of 24,7 of 13,4 of 4,0 of 0,47 of 102,21 of 136,1 of 1,0 of 2,0 of 0,0 of 0,bc7f7f0ba3db74d2
41385f4e63682b5b,win,31a13532e724ca2b,3bad7ef643840f67,Joe Lauzon,Stevie Ray,0,0,46,109,5,0,1,1,Lightweight,M-DEC,3,5:00,bc7f7f0ba3db74d2,L,W,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee27 - 28.Jeff Mullen27 - 29.Dave Tirelli28 - 28.,0,0,46 of 76,109 of 196,60%,55%,65 of 97,139 of 237,5 of 7,0 of 0,71%,---,1,1,0,0,8:12,0:35,42 of 72,94 of 179,4 of 4,14 of 16,0 of 0,1 of 1,20 of 43,67 of 140,1 of 4,18 of 29,25 of 29,24 of 27,bc7f7f0ba3db74d2
3905e5dc489811d6,win,f2b6fdb20675b11c,d81ac739417d7f53,Jake Ellenberger,Mike Perry,0,2,17,26,1,0,0,0,Welterweight,KO/TKO Elbow,2,1:05,bc7f7f0ba3db74d2,L,W,3 Rnd (5-5-5),Josh Ward,Elbow to Head In Clinch,0,2,17 of 41,26 of 55,41%,47%,20 of 44,28 of 57,1 of 4,0 of 0,25%,---,0,0,0,0,0:29,0:09,13 of 35,10 of 32,4 of 6,4 of 10,0 of 0,12 of 13,13 of 35,24 of 51,4 of 6,2 of 3,0 of 0,0 of 1,bc7f7f0ba3db74d2
2d6182d1d398ed6a,win,cfb65863d5099327,d156513a19acf856,Thales Leites,Sam Alvey,0,0,38,27,1,0,0,0,Middleweight,U-DEC,3,5:00,bc7f7f0ba3db74d2,W,L,3 Rnd (5-5-5),John McCarthy,Chris Lee27 - 30.Dave Tirelli27 - 30.Anthony Maness27 - 30.,0,0,38 of 68,27 of 89,55%,30%,44 of 75,50 of 112,1 of 7,0 of 0,14%,---,0,0,0,0,1:37,0:21,8 of 34,22 of 83,6 of 7,5 of 6,24 of 27,0 of 0,37 of 66,20 of 81,1 of 2,7 of 8,0 of 0,0 of 0,bc7f7f0ba3db74d2
319f3fad278368e6,win,792be9a24df82ed6,f53c1f4ceeed8c08,Dustin Ortiz,Brandon Moreno,0,1,16,24,4,0,0,2,Flyweight,SUB Rear Naked Choke,2,4:06,bc7f7f0ba3db74d2,L,W,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,0,1,16 of 60,24 of 73,26%,32%,31 of 76,34 of 86,4 of 10,0 of 0,40%,---,0,2,1,1,4:47,1:42,3 of 41,14 of 60,2 of 5,5 of 7,11 of 14,5 of 6,10 of 50,12 of 54,4 of 8,5 of 6,2 of 2,7 of 13,bc7f7f0ba3db74d2
cf18911df2052826,win,df1eb4354d18a906,443f60bec7c3c3d5,Scott Holtzman,Michael McBride,1,0,104,83,2,3,0,2,Lightweight,U-DEC,3,5:00,bc7f7f0ba3db74d2,W,L,3 Rnd (5-5-5),Herb Dean,Derek Cleary27 - 30.Dave Tirelli27 - 30.Chris Lee26 - 30.,1,0,104 of 190,83 of 172,54%,48%,109 of 198,140 of 236,2 of 4,3 of 6,50%,50%,0,2,2,1,6:45,0:56,70 of 136,50 of 127,8 of 22,19 of 29,26 of 32,14 of 16,64 of 127,73 of 149,4 of 6,3 of 8,36 of 57,7 of 15,bc7f7f0ba3db74d2
c0c587cb52de929b,win,b76c6268dc1d3c05,c742287ed86a09bc,Jessica Penne,Danielle Taylor,0,0,69,72,1,0,0,0,Women's Strawweight,U-DEC,3,5:00,bc7f7f0ba3db74d2,L,W,3 Rnd (5-5-5),John McCarthy,Eric Colon28 - 29.Jeff Mullen28 - 29.Roy Silbert28 - 29.,0,0,69 of 178,72 of 176,38%,40%,71 of 181,76 of 182,1 of 2,0 of 0,50%,---,0,0,0,0,0:29,0:00,37 of 136,43 of 141,31 of 40,11 of 14,1 of 2,18 of 21,55 of 159,67 of 167,14 of 19,5 of 9,0 of 0,0 of 0,bc7f7f0ba3db74d2
f313eae425b7c539,win,4c2d90e335e6df19,9eef6584fab21fbb,Alexis Davis,Cindy Dandois,0,0,51,47,0,5,2,0,Women's Bantamweight,U-DEC,3,5:00,bc7f7f0ba3db74d2,W,L,3 Rnd (5-5-5),Herb Dean,Chris Lee28 - 29.Jeff Mullen28 - 29.Roy Silbert28 - 29.,0,0,51 of 123,47 of 146,41%,32%,115 of 192,100 of 212,0 of 0,5 of 9,---,55%,2,0,1,0,2:44,6:39,21 of 88,34 of 125,17 of 21,6 of 8,13 of 14,7 of 13,35 of 104,28 of 114,9 of 9,8 of 18,7 of 10,11 of 14,bc7f7f0ba3db74d2
7d4e11c2a9485320,win,a331233f597090a5,a36556bb1565e32d,Bryan Barberena,Joe Proctor,1,0,28,8,0,0,0,0,Welterweight,KO/TKO Punch,1,3:30,bc7f7f0ba3db74d2,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,1,0,28 of 45,8 of 23,62%,34%,28 of 45,8 of 23,0 of 0,0 of 0,---,---,0,0,0,0,0:07,0:00,22 of 36,4 of 16,1 of 1,2 of 5,5 of 8,2 of 2,16 of 29,8 of 23,6 of 9,0 of 0,6 of 7,0 of 0,bc7f7f0ba3db74d2
6ccfbe3a7c5aa55e,win,449c890bd90f3374,67c1d46f4ed16f9e,Hector Sandoval,Matt Schnell,0,0,32,16,3,1,0,1,Flyweight,KO/TKO Punch,1,4:24,bc7f7f0ba3db74d2,W,L,3 Rnd (5-5-5),Josh Ward,Punch to Head From Guard,0,0,32 of 50,16 of 40,64%,40%,52 of 70,27 of 52,3 of 8,1 of 1,37%,100%,0,1,0,0,0:58,0:06,22 of 37,8 of 29,6 of 7,4 of 6,4 of 6,4 of 5,5 of 13,6 of 24,17 of 25,10 of 15,10 of 12,0 of 1,bc7f7f0ba3db74d2
f63961f9d14bc33d,win,8a304bfd6bf04a57,5aedf14771ca82d2,Demetrious Johnson,Wilson Reis,0,0,108,16,1,0,1,0,Flyweight,SUB Armbar,3,4:49,ed069a95aaaf4f56,W,L,5 Rnd (5-5-5-5-5),Dan Miragliotta,Armbar From Mount,0,0,108 of 186,16 of 168,58%,9%,135 of 216,18 of 170,1 of 2,0 of 6,50%,0%,1,0,0,0,2:18,0:01,81 of 154,2 of 139,16 of 20,2 of 14,11 of 12,12 of 15,72 of 136,16 of 167,8 of 16,0 of 1,28 of 34,0 of 0,ed069a95aaaf4f56
e52318719d839d2d,win,47b63240018d5d86,eb04b9d31e938edb,Rose Namajunas,Michelle Waterson-Gomez,1,0,47,22,1,1,1,0,Women's Strawweight,SUB Rear Naked Choke,2,2:47,ed069a95aaaf4f56,W,L,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke,1,0,47 of 72,22 of 33,65%,66%,56 of 86,31 of 44,1 of 1,1 of 1,100%,100%,1,0,1,0,4:35,0:50,42 of 63,5 of 14,3 of 5,4 of 5,2 of 4,13 of 14,9 of 28,19 of 30,5 of 5,2 of 2,33 of 39,1 of 1,ed069a95aaaf4f56
0459297e86a14981,win,e1147d3d2dabe1ce,7a703c565ccaa18f,Jacare Souza,Robert Whittaker,0,1,9,55,1,0,0,0,Middleweight,KO/TKO Kick,2,3:28,ed069a95aaaf4f56,L,W,3 Rnd (5-5-5),Mario Yamasaki,Kick to Head At Distance,0,1,9 of 36,55 of 110,25%,50%,13 of 40,57 of 112,1 of 3,0 of 0,33%,---,0,0,0,0,0:48,0:25,6 of 31,47 of 97,3 of 5,7 of 12,0 of 0,1 of 1,6 of 32,40 of 85,3 of 4,1 of 4,0 of 0,14 of 21,ed069a95aaaf4f56
d764ef3e078c96c8,win,b6452706b373eea1,18968f97ad34f15c,Jeremy Stephens,Renato Moicano,0,0,56,70,0,2,0,0,Featherweight,S-DEC,3,5:00,ed069a95aaaf4f56,L,W,3 Rnd (5-5-5),Mike England,Tony Weeks28 - 29.Marcos Rosales29 - 28.Brian Puccillo28 - 29.,0,0,56 of 207,70 of 116,27%,60%,73 of 224,76 of 123,0 of 1,2 of 5,0%,40%,0,0,0,0,0:00,2:15,28 of 168,39 of 78,7 of 10,3 of 5,21 of 29,28 of 33,53 of 201,66 of 110,3 of 6,1 of 3,0 of 0,3 of 3,ed069a95aaaf4f56
b0552b065ca7f401,win,279566840aa55bf2,3f7c14c7eca7195d,Alexander Volkov,Roy Nelson,0,0,122,32,0,1,0,0,Heavyweight,U-DEC,3,5:00,ed069a95aaaf4f56,W,L,3 Rnd (5-5-5),Dan Miragliotta,Henry Guery27 - 30.Rob Francis27 - 30.Sal D'amato27 - 30.,0,0,122 of 182,32 of 67,67%,47%,125 of 185,40 of 75,0 of 0,1 of 8,---,12%,0,0,0,0,0:23,4:32,77 of 132,18 of 52,29 of 34,9 of 9,16 of 16,5 of 6,105 of 157,25 of 58,17 of 25,6 of 7,0 of 0,1 of 2,ed069a95aaaf4f56
20be16a1db95156c,win,e979c76341f19b22,39330403ad27c2bb,Patrick Williams,Tom Duquesnoy,0,2,37,36,2,0,0,0,Bantamweight,KO/TKO Elbows,2,0:28,ed069a95aaaf4f56,L,W,3 Rnd (5-5-5),Keith Peterson,Elbows to Head In Clinch,0,2,37 of 73,36 of 49,50%,73%,42 of 80,36 of 49,2 of 4,0 of 0,50%,---,0,0,0,0,0:38,0:14,20 of 53,16 of 28,11 of 14,14 of 15,6 of 6,6 of 6,21 of 48,18 of 26,15 of 24,17 of 20,1 of 1,1 of 3,ed069a95aaaf4f56
f24c296256faeff2,win,7ea1f74cef32f906,887961364be5ceb3,King Green,Rashid Magomedov,0,0,75,75,0,0,0,0,Lightweight,S-DEC,3,5:00,ed069a95aaaf4f56,L,W,3 Rnd (5-5-5),Mario Yamasaki,Brian Puccillo28 - 29.Rob Francis29 - 28.Cardo Urso28 - 29.,0,0,75 of 143,75 of 189,52%,39%,104 of 176,88 of 202,0 of 6,0 of 1,0%,0%,0,0,0,0,2:29,0:00,14 of 71,43 of 140,27 of 33,28 of 41,34 of 39,4 of 8,60 of 124,69 of 180,15 of 19,5 of 8,0 of 0,1 of 1,ed069a95aaaf4f56
41cef92a01e7ff3c,win,c96d9178c9ed9e62,d2bc285ead803db0,Louis Smolka,Tim Elliott,0,0,41,57,1,12,2,1,Flyweight,U-DEC,3,5:00,ed069a95aaaf4f56,L,W,3 Rnd (5-5-5),Mike England,Marcos Rosales27 - 30.Henry Guery27 - 30.Tony Weeks27 - 30.,0,0,41 of 97,57 of 91,42%,62%,47 of 105,98 of 136,1 of 4,12 of 14,25%,85%,2,1,4,3,2:40,8:03,35 of 89,34 of 64,4 of 6,15 of 18,2 of 2,8 of 9,27 of 74,30 of 55,3 of 7,12 of 18,11 of 16,15 of 18,ed069a95aaaf4f56
677e98ae5834ba70,win,cb696ebfb6598724,3d5b1ce6097dbb49,Aljamain Sterling,Augusto Mendes,0,1,83,30,2,0,0,0,Bantamweight,U-DEC,3,5:00,ed069a95aaaf4f56,W,L,3 Rnd (5-5-5),Mario Yamasaki,Cardo Urso28 - 29.Sal D'amato28 - 29.Marcos Rosales28 - 29.,0,1,83 of 161,30 of 91,51%,32%,162 of 246,76 of 145,2 of 6,0 of 3,33%,0%,0,0,0,1,6:00,3:13,28 of 90,16 of 73,46 of 55,7 of 11,9 of 16,7 of 7,53 of 117,24 of 84,10 of 12,4 of 4,20 of 32,2 of 3,ed069a95aaaf4f56
4291b38643547fa7,win,cc7040fe76f0ef91,92fa1401b7927da3,Devin Clark,Jake Collier,0,0,68,36,4,0,0,1,Light Heavyweight,U-DEC,3,5:00,ed069a95aaaf4f56,W,L,3 Rnd (5-5-5),Dan Miragliotta,Rob Francis27 - 30.Cardo Urso27 - 30.Sal D'amato26 - 30.,0,0,68 of 105,36 of 72,64%,50%,159 of 207,52 of 91,4 of 7,0 of 2,57%,0%,0,1,0,0,7:45,2:12,42 of 76,17 of 48,17 of 19,11 of 15,9 of 10,8 of 9,20 of 50,15 of 43,11 of 15,20 of 28,37 of 40,1 of 1,ed069a95aaaf4f56
0673d8ab0add7a05,win,d4c9dcd330403612,fccf811c1e8b01c7,Anthony Smith,Andrew Sanchez,1,0,49,63,0,4,0,0,Middleweight,KO/TKO Kick,3,3:52,ed069a95aaaf4f56,W,L,3 Rnd (5-5-5),Keith Peterson,Kick to Head At Distance,1,0,49 of 100,63 of 104,49%,60%,58 of 111,104 of 151,0 of 1,4 of 10,0%,40%,0,0,1,0,1:07,4:35,33 of 84,48 of 84,12 of 12,7 of 12,4 of 4,8 of 8,35 of 85,36 of 75,8 of 9,3 of 5,6 of 6,24 of 24,ed069a95aaaf4f56
2a0d4dd0997bd712,win,4ba8d454f762005d,15ec018d144710db,Zak Cummings,Nathan Coy,0,0,25,23,0,1,2,0,Welterweight,SUB Guillotine Choke,1,4:21,ed069a95aaaf4f56,W,L,3 Rnd (5-5-5),Mike England,Guillotine Choke After Drop to Ground,0,0,25 of 72,23 of 41,34%,56%,25 of 72,23 of 41,0 of 0,1 of 1,---,100%,2,0,0,0,0:11,0:05,20 of 66,13 of 29,2 of 3,7 of 8,3 of 3,3 of 4,21 of 68,22 of 40,2 of 2,1 of 1,2 of 2,0 of 0,ed069a95aaaf4f56
94ce682e4a3e556a,win,b9706f80d005036c,fc6e681bf6658faf,Ashlee Evans-Smith,Ketlen Vieira,0,0,68,71,0,1,0,0,Women's Bantamweight,U-DEC,3,5:00,ed069a95aaaf4f56,L,W,3 Rnd (5-5-5),Keith Peterson,28 - 29.28 - 29.27 - 30.,0,0,68 of 189,71 of 235,35%,30%,100 of 228,89 of 256,0 of 5,1 of 5,0%,20%,0,0,0,0,0:05,4:05,20 of 132,56 of 218,17 of 22,11 of 13,31 of 35,4 of 4,52 of 168,57 of 217,16 of 21,13 of 17,0 of 0,1 of 1,ed069a95aaaf4f56
ea8eaf881d38713e,win,d967f0128c323de6,365fee2da473b177,Daniel Cormier,Anthony Johnson,0,0,36,22,1,1,1,0,Light Heavyweight,SUB Rear Naked Choke,2,3:37,e7bfdb5e0112891e,W,L,5 Rnd (5-5-5-5-5),John McCarthy,Rear Naked Choke,0,0,36 of 41,22 of 36,87%,61%,85 of 97,22 of 36,1 of 2,1 of 3,50%,33%,1,0,0,0,4:12,2:38,29 of 34,6 of 18,4 of 4,8 of 10,3 of 3,8 of 8,1 of 5,12 of 25,21 of 22,10 of 11,14 of 14,0 of 0,e7bfdb5e0112891e
87a969d51de6e179,win,232c582f29f8f65e,3a8176e15b9887c1,Chris Weidman,Gegard Mousasi,0,0,13,49,4,0,1,0,Middleweight,KO/TKO Knee,2,3:13,e7bfdb5e0112891e,L,W,3 Rnd (5-5-5),Dan Miragliotta,Knee to Head In Clinch,0,0,13 of 29,49 of 93,44%,52%,18 of 34,55 of 99,4 of 6,0 of 1,66%,0%,1,0,0,0,3:22,0:38,9 of 25,34 of 76,3 of 3,5 of 6,1 of 1,10 of 11,13 of 28,32 of 71,0 of 0,15 of 20,0 of 1,2 of 2,e7bfdb5e0112891e
687d973d71e068dc,win,98215d037be5bcb7,1ebdcb7488d0ebee,Cynthia Calvillo,Pearl Gonzalez,0,0,50,37,1,2,3,1,Women's Strawweight,SUB Rear Naked Choke,3,3:45,e7bfdb5e0112891e,W,L,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke,0,0,50 of 169,37 of 112,29%,33%,65 of 188,43 of 118,1 of 1,2 of 3,100%,66%,3,1,0,0,5:24,1:17,26 of 140,28 of 101,16 of 21,2 of 4,8 of 8,7 of 7,48 of 167,34 of 109,1 of 1,2 of 2,1 of 1,1 of 1,e7bfdb5e0112891e
a68672f66e12a3c2,win,31ee470ef5dc8d7f,9fa3bd637edd9aa2,Thiago Alves,Patrick Cote,2,0,79,44,1,0,0,0,Welterweight,U-DEC,3,5:00,e7bfdb5e0112891e,W,L,3 Rnd (5-5-5),Todd Ronald Anderson,Jeff Mullen27 - 30.Sal D'amato27 - 30.Derek Cleary27 - 30.,2,0,79 of 157,44 of 131,50%,33%,103 of 182,51 of 140,1 of 1,0 of 1,100%,0%,0,0,0,0,2:43,0:33,44 of 115,27 of 103,8 of 11,9 of 13,27 of 31,8 of 15,54 of 120,38 of 121,9 of 15,6 of 10,16 of 22,0 of 0,e7bfdb5e0112891e
56c7c59c9bb3b610,win,07225ba28ae309b6,b6e6c3b1dcaae0a1,Will Brooks,Charles Oliveira,0,0,4,3,0,2,0,1,Lightweight,SUB Rear Naked Choke,1,2:30,e7bfdb5e0112891e,L,W,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,0,0,4 of 5,3 of 7,80%,42%,8 of 9,3 of 7,0 of 0,2 of 2,---,100%,0,1,0,0,0:00,1:41,1 of 2,0 of 2,2 of 2,1 of 2,1 of 1,2 of 3,4 of 5,2 of 6,0 of 0,1 of 1,0 of 0,0 of 0,e7bfdb5e0112891e
23ba0218f9f65e33,win,08e908ed6d18d6a0,1971869b7e054261,Myles Jury,Mike de la Torre,0,0,36,0,1,0,0,0,Featherweight,KO/TKO Punches,1,3:30,e7bfdb5e0112891e,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Back Control,0,0,36 of 52,0 of 3,69%,0%,44 of 62,2 of 5,1 of 1,0 of 0,100%,---,0,0,0,0,3:02,0:00,36 of 51,0 of 3,0 of 1,0 of 0,0 of 0,0 of 0,1 of 5,0 of 3,0 of 0,0 of 0,35 of 47,0 of 0,e7bfdb5e0112891e
b2c1f9bdd5d3073d,win,f1b2aa7853d1ed6e,0d8011111be000b2,Kamaru Usman,Sean Strickland,1,0,90,27,2,0,0,0,Welterweight,U-DEC,3,5:00,e7bfdb5e0112891e,W,L,3 Rnd (5-5-5),Keith Peterson,Sal D'amato27 - 30.Jeff Mullen26 - 30.Dave Tirelli26 - 30.,1,0,90 of 171,27 of 103,52%,26%,117 of 200,30 of 108,2 of 8,0 of 0,25%,---,0,0,0,0,8:08,0:00,49 of 120,25 of 101,23 of 31,1 of 1,18 of 20,1 of 1,45 of 107,26 of 101,6 of 10,1 of 2,39 of 54,0 of 0,e7bfdb5e0112891e
ddb015ac5c067aa9,win,98d961097baaf308,40093d1d2d78394e,Shane Burgos,Charles Rosa,1,0,77,86,0,1,0,0,Featherweight,KO/TKO Punch,3,1:59,e7bfdb5e0112891e,W,L,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head In Clinch,1,0,77 of 167,86 of 261,46%,32%,98 of 190,86 of 261,0 of 0,1 of 7,---,14%,0,0,0,0,0:11,0:44,55 of 133,46 of 190,13 of 23,6 of 22,9 of 11,34 of 49,66 of 153,85 of 256,9 of 12,1 of 5,2 of 2,0 of 0,e7bfdb5e0112891e
e7ad1c3a763c7cae,win,e51e5cb722bd47a8,99df7d0a2a08a8a8,Patrick Cummins,Jan Blachowicz,0,1,73,53,3,1,0,0,Light Heavyweight,U-DEC,3,5:00,e7bfdb5e0112891e,W,L,3 Rnd (5-5-5),John McCarthy,Derek Cleary28 - 29.Sal D'amato28 - 29.Doug Crosby28 - 28.,0,1,73 of 121,53 of 99,60%,53%,109 of 162,68 of 115,3 of 10,1 of 2,30%,50%,0,0,0,0,7:39,1:11,62 of 109,43 of 88,10 of 11,9 of 10,1 of 1,1 of 1,23 of 59,37 of 77,17 of 21,11 of 15,33 of 41,5 of 7,e7bfdb5e0112891e
