Fight_Id,Win/No Contest/Draw,Fighter_Id_1,Fighter_Id_2,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id_x,Result_1,Result_2,Time Format,Referee,Method Details,Kd_1,Kd_2,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Total Str._1,Total Str._2,Td_1,Td_2,Td %_1,Td %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_1,Head_2,Body_1,Body_2,Leg_1,Leg_2,Distance_1,Distance_2,Clinch_1,Clinch_2,Ground_1,Ground_2,Event_Id_y
4a0db214d9721d6e,win,d661ce4da776fc20,c03520b5c88ed6b4,Merab Dvalishvili,Petr Yan,0,0,134,139,2,5,2,0,Bantamweight,U-DEC,5,5:00,bd92cf5da5413d2a,L,W,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell46 - 49.Eric Colon46 - 49.Derek Cleary47 - 48.,0,0,134 of 383,139 of 230,34%,60%,196 of 458,159 of 251,2 of 29,5 of 9,6%,55%,2,0,1,0,5:12,2:55,105 of 341,109 of 195,22 of 34,17 of 19,7 of 8,13 of 16,116 of 353,119 of 204,18 of 30,18 of 24,0 of 0,2 of 2,bd92cf5da5413d2a
dfa692db6d39330c,win,17e97649403ba428,a0f0004aadf10b71,Alexandre Pantoja,Joshua Van,0,0,6,2,0,0,0,0,Flyweight,KO/TKO,1,0:26,bd92cf5da5413d2a,L,W,5 Rnd (5-5-5-5-5),Herb Dean,"to   On Ground
      Arm injury to Pantoja",0,0,6 of 11,2 of 4,54%,50%,6 of 11,2 of 4,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,4 of 8,2 of 4,1 of 1,0 of 0,1 of 2,0 of 0,5 of 10,2 of 3,1 of 1,0 of 1,0 of 0,0 of 0,bd92cf5da5413d2a
fbbb9e72900b71f5,win,4461d7e47375a895,792be9a24df82ed6,Brandon Moreno,Tatsuro Taira,0,0,9,28,0,1,1,0,Flyweight,KO/TKO Punches,2,2:24,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control,0,0,9 of 17,28 of 48,52%,58%,9 of 17,45 of 65,0 of 0,1 of 4,---,25%,1,0,0,1,0:05,4:27,8 of 14,23 of 42,0 of 2,3 of 3,1 of 1,2 of 3,7 of 15,7 of 19,0 of 0,2 of 4,2 of 2,19 of 25,bd92cf5da5413d2a
1dc29f4c6fcdd356,win,6e743a33d56bdaa4,056c493bbd76a918,Henry Cejudo,Payton Talbott,0,1,60,134,1,3,0,0,Bantamweight,U-DEC,3,5:00,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Chris Tognoni,Eric Colon27 - 30.Sal D'amato27 - 30.David Lethaby27 - 30.,0,1,60 of 116,134 of 217,51%,61%,77 of 136,156 of 240,1 of 7,3 of 5,14%,60%,0,0,0,0,2:39,3:31,33 of 83,89 of 167,10 of 12,34 of 39,17 of 21,11 of 11,51 of 104,90 of 168,7 of 10,28 of 31,2 of 2,16 of 18,bd92cf5da5413d2a
6d6ab10cbaa45e8c,drawdraw,99df7d0a2a08a8a8,ef5dcb10d2bd4b0f,Jan Blachowicz,Bogdan Guskov,1,1,84,80,0,0,1,0,Light Heavyweight,M-DEC,3,5:00,bd92cf5da5413d2a,D,D,3 Rnd (5-5-5),Jason Herzog,Junichiro Kamijo28 - 29.Chris Lee28 - 28.Ron McCarthy28 - 28.,1,1,84 of 149,80 of 140,56%,57%,100 of 173,98 of 160,0 of 0,0 of 0,---,---,1,0,0,0,0:08,4:09,56 of 112,69 of 127,11 of 17,2 of 3,17 of 20,9 of 10,74 of 135,52 of 96,2 of 3,0 of 0,8 of 11,28 of 44,bd92cf5da5413d2a
c797b58d85c840a4,win,2e7878927067fdca,99bd51917728c25d,Grant Dawson,Manuel Torres,0,1,8,9,0,0,0,0,Lightweight,KO/TKO Punch,1,2:25,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0,1,8 of 21,9 of 17,38%,52%,8 of 21,9 of 17,0 of 2,0 of 0,0%,---,0,0,0,0,0:00,0:04,4 of 13,5 of 12,2 of 4,4 of 5,2 of 4,0 of 0,8 of 21,8 of 12,0 of 0,0 of 0,0 of 0,1 of 5,bd92cf5da5413d2a
b3d2ac2244e4f791,win,fd406a32a6fb3a29,809bd1a871491508,Terrance McKinney,Chris Duncan,0,1,31,38,0,1,0,1,Lightweight,SUB Anaconda Choke,1,2:30,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Marc Goddard,Anaconda Choke On Ground,0,1,31 of 57,38 of 55,54%,69%,31 of 57,53 of 75,0 of 0,1 of 2,---,50%,0,1,0,0,0:00,1:10,26 of 50,36 of 51,5 of 7,2 of 3,0 of 0,0 of 1,24 of 45,10 of 20,6 of 11,6 of 8,1 of 1,22 of 27,bd92cf5da5413d2a
2417cc7bc1eea75b,win,6a740daf1b279661,9d62c2d8ee151f08,Maycee Barber,Karine Silva,0,0,55,21,3,2,0,0,Women's Flyweight,U-DEC,3,5:00,bd92cf5da5413d2a,W,L,3 Rnd (5-5-5),Mark Smith,Sal D'amato27 - 30.Mike Bell28 - 29.Derek Cleary28 - 29.,0,0,55 of 85,21 of 45,64%,46%,89 of 130,57 of 87,3 of 5,2 of 3,60%,66%,0,0,1,1,6:20,3:28,41 of 66,8 of 30,4 of 7,4 of 5,10 of 12,9 of 10,30 of 52,16 of 32,0 of 1,1 of 4,25 of 32,4 of 9,bd92cf5da5413d2a
10a57b983e59f727,win,1e4f273069fb9e85,ff62013d2fce6d13,Nazim Sadykhov,Fares Ziam,0,1,4,31,0,2,0,2,Lightweight,KO/TKO Punches,2,4:59,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Jason Herzog,Punches to Head On Ground,0,1,4 of 16,31 of 49,25%,63%,7 of 21,76 of 96,0 of 2,2 of 5,0%,40%,0,2,0,0,0:39,5:58,1 of 11,21 of 36,0 of 0,2 of 3,3 of 5,8 of 10,4 of 16,18 of 31,0 of 0,4 of 5,0 of 0,9 of 13,bd92cf5da5413d2a
3c683da1924b6c44,win,1e719d4b676dc19a,7acbb0972e75281a,Marvin Vettori,Brunno Ferreira,0,0,88,77,1,1,0,0,Middleweight,U-DEC,3,5:00,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary28 - 29.Eric Colon28 - 29.Junichiro Kamijo28 - 29.,0,0,88 of 186,77 of 149,47%,51%,90 of 188,77 of 149,1 of 4,1 of 7,25%,14%,0,0,0,0,1:08,0:05,78 of 176,60 of 130,1 of 1,9 of 10,9 of 9,8 of 9,86 of 181,73 of 143,2 of 4,3 of 3,0 of 1,1 of 3,bd92cf5da5413d2a
7af407397532f7cf,win,4d8fa64202cee4c1,64a50dad704d1d49,Edson Barboza,Jalin Turner,0,2,10,39,0,0,0,0,Lightweight,KO/TKO Punches,1,2:24,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,0,2,10 of 20,39 of 66,50%,59%,10 of 20,43 of 73,0 of 0,0 of 0,---,---,0,0,1,0,0:07,0:38,4 of 14,29 of 55,4 of 4,8 of 9,2 of 2,2 of 2,10 of 19,33 of 53,0 of 1,5 of 10,0 of 0,1 of 3,bd92cf5da5413d2a
ea660db65bfa998f,win,1c23ec2f1b71be40,6e8f1bcdda94ff45,Iwo Baraniewski,Ibo Aslan,2,1,22,30,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,1:29,bd92cf5da5413d2a,W,L,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance,2,1,22 of 32,30 of 53,68%,56%,28 of 39,31 of 54,0 of 1,0 of 1,0%,0%,0,0,0,0,0:11,0:06,18 of 27,29 of 47,3 of 4,0 of 4,1 of 1,1 of 2,6 of 14,19 of 35,6 of 6,11 of 18,10 of 12,0 of 0,bd92cf5da5413d2a
964ea1777695851b,win,841695e02c99a521,6d48a2df51749d91,Mansur Abdul-Malik,Antonio Trocoli,0,0,2,3,1,0,1,0,Middleweight,SUB Guillotine Choke,1,1:09,bd92cf5da5413d2a,W,L,3 Rnd (5-5-5),Mark Smith,Guillotine Choke Standing,0,0,2 of 4,3 of 6,50%,50%,2 of 4,3 of 6,1 of 1,0 of 1,100%,0%,1,0,0,0,0:42,0:00,2 of 4,2 of 4,0 of 0,0 of 1,0 of 0,1 of 1,1 of 3,3 of 6,0 of 0,0 of 0,1 of 1,0 of 0,bd92cf5da5413d2a
40fa4f8b4b93884e,win,480779d7f9a424d3,8d11d9c13e2ccdf7,Muhammad Naimov,Mairon Santos,0,1,18,27,0,0,0,0,Featherweight,KO/TKO Punches,3,0:21,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,0,1,18 of 48,27 of 45,37%,60%,35 of 69,43 of 61,0 of 5,0 of 1,0%,0%,0,0,0,0,2:08,0:47,7 of 29,11 of 27,6 of 10,8 of 10,5 of 9,8 of 8,13 of 40,19 of 34,5 of 8,7 of 8,0 of 0,1 of 3,bd92cf5da5413d2a
5f5b626e67529056,win,eae48ff31db420c2,193b9d1858bc4df3,Arman Tsarukyan,Dan Hooker,0,0,42,10,2,0,1,2,Lightweight,SUB Arm Triangle,2,3:34,92c96df8bdab5fea,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Arm Triangle From Mount,0,0,42 of 60,10 of 33,70%,30%,69 of 89,17 of 41,2 of 4,0 of 0,50%,---,1,2,0,0,6:02,0:10,33 of 49,3 of 20,3 of 5,6 of 12,6 of 6,1 of 1,18 of 31,9 of 30,2 of 2,1 of 3,22 of 27,0 of 0,92c96df8bdab5fea
b2218930b982d9b6,win,442c9011034ae1fd,b1b0729d27936f2f,Belal Muhammad,Ian Machado Garry,0,0,56,72,0,0,0,0,Welterweight,U-DEC,3,5:00,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Rich Mitchell,Anders Ohlsson27 - 30.Vito Paolillo27 - 30.Mark Collett28 - 29.,0,0,56 of 139,72 of 141,40%,51%,97 of 197,96 of 167,0 of 7,0 of 2,0%,0%,0,0,0,0,3:35,0:39,45 of 126,35 of 98,8 of 9,10 of 15,3 of 4,27 of 28,52 of 131,66 of 134,4 of 8,6 of 7,0 of 0,0 of 0,92c96df8bdab5fea
870d374f8d9af65a,win,0845c81e37d3bcb3,a495f599e787614f,Volkan Oezdemir,Alonzo Menifield,1,0,13,2,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,1:27,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance,1,0,13 of 35,2 of 7,37%,28%,14 of 37,2 of 7,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,12 of 33,1 of 5,0 of 1,1 of 2,1 of 1,0 of 0,13 of 35,2 of 7,0 of 0,0 of 0,0 of 0,0 of 0,92c96df8bdab5fea
8ed609d80e135d94,win,bf2c8e01b07d3eb1,0a1942069c9ad6b6,Jack Hermansson,Myktybek Orolbai,0,1,19,15,0,0,0,0,Welterweight,KO/TKO Punch,1,2:46,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Daniel Movahedi,Punch to Head At Distance,0,1,19 of 38,15 of 33,50%,45%,19 of 38,15 of 33,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,9 of 25,9 of 25,5 of 8,3 of 5,5 of 5,3 of 3,17 of 36,13 of 31,2 of 2,1 of 1,0 of 0,1 of 1,92c96df8bdab5fea
e8307c7686c42d8c,win,fc08099550072fe4,6747ccd6d1acd266,Waldo Cortes Acosta,Shamil Gaziev,2,0,10,6,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:22,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Lukasz Bosacki,Punch to Head At Distance,2,0,10 of 21,6 of 15,47%,40%,15 of 26,6 of 15,0 of 0,0 of 0,---,---,0,0,0,0,0:08,0:00,8 of 19,4 of 13,1 of 1,1 of 1,1 of 1,1 of 1,9 of 18,6 of 15,0 of 1,0 of 0,1 of 2,0 of 0,92c96df8bdab5fea
00ee51bba08b7a08,win,98aa60cf58071fd6,f00ac08ab056af5d,Tagir Ulanbekov,Kyoji Horiguchi,0,2,6,49,1,0,1,1,Flyweight,SUB Rear Naked Choke,3,2:18,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Rich Mitchell,Rear Naked Choke,0,2,6 of 27,49 of 77,22%,63%,10 of 32,120 of 157,1 of 2,0 of 1,50%,0%,1,1,0,0,1:25,5:34,3 of 18,36 of 60,2 of 8,4 of 4,1 of 1,9 of 13,6 of 25,25 of 41,0 of 2,0 of 3,0 of 0,24 of 33,92c96df8bdab5fea
5e6a74db89f5410c,win,b1de86d835638319,fb37795db81f93f3,Bogdan Grad,Luke Riley,0,1,7,14,4,0,0,0,Featherweight,KO/TKO Punches,2,0:30,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Marc Goddard,Punches to Head From Guard,0,1,7 of 13,14 of 23,53%,60%,17 of 24,20 of 32,4 of 7,0 of 0,57%,---,0,0,0,0,3:55,0:15,6 of 12,11 of 19,1 of 1,1 of 2,0 of 0,2 of 2,1 of 5,4 of 11,2 of 2,1 of 1,4 of 6,9 of 11,92c96df8bdab5fea
c49485cedb878cf0,win,9d19d9e4aa2662e8,de26d906f2874dd4,Nicolas Dalby,Saygid Izagakhmaev,0,0,26,20,0,4,0,0,Welterweight,S-DEC,3,5:00,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge28 - 29.Vito Paolillo29 - 28.Cezary Wojciechowski28 - 29.,0,0,26 of 63,20 of 34,41%,58%,87 of 140,65 of 88,0 of 2,4 of 10,0%,40%,0,0,1,0,6:29,5:18,13 of 41,11 of 23,8 of 16,9 of 10,5 of 6,0 of 1,11 of 40,8 of 19,13 of 21,10 of 12,2 of 2,2 of 3,92c96df8bdab5fea
443f30a4a856584a,win,8d3273573b85be09,ab2b4ff41d6ebe0f,Alex Perez,Asu Almabayev,0,0,40,36,3,2,0,1,Flyweight,SUB Guillotine Choke,3,0:22,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Daniel Movahedi,Guillotine Choke In Clinch,0,0,40 of 98,36 of 90,40%,40%,84 of 143,68 of 126,3 of 5,2 of 5,60%,40%,0,1,0,0,2:18,1:12,14 of 57,24 of 76,15 of 23,8 of 10,11 of 18,4 of 4,32 of 85,32 of 84,3 of 7,4 of 6,5 of 6,0 of 0,92c96df8bdab5fea
f5564a9eeebd4ea0,win,95aff2fd8d09a5f0,09a4447655fd4b7b,Abdul Rakhman Yakhyaev,Rafael Cerqueira,1,0,6,0,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,0:33,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Rich Mitchell,Rear Naked Choke,1,0,6 of 10,0 of 1,60%,0%,11 of 16,0 of 1,1 of 1,0 of 0,100%,---,1,0,0,0,0:24,0:00,6 of 10,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,3 of 4,0 of 1,0 of 0,0 of 0,3 of 6,0 of 0,92c96df8bdab5fea
6f0231915cc28507,win,4a6dff1b260bcf61,a4dc0f2b95df4cc1,Bekzat Almakhan,Aleksandre Topuria,0,0,39,47,0,2,0,0,Bantamweight,U-DEC,3,5:00,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge27 - 30.Cezary Wojciechowski27 - 30.Anders Ohlsson28 - 29.,0,0,39 of 119,47 of 81,32%,58%,42 of 122,55 of 89,0 of 1,2 of 7,0%,28%,0,0,0,0,0:01,2:20,26 of 102,45 of 75,8 of 11,1 of 5,5 of 6,1 of 1,38 of 116,44 of 77,1 of 2,1 of 2,0 of 1,2 of 2,92c96df8bdab5fea
335064c3380e2f10,win,6a96ad1bc34fb113,d5bab53a1a603aac,Ismail Naurdiev,Ryan Loder,1,0,3,1,0,0,0,0,Middleweight,KO/TKO Punch,1,1:26,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Daniel Movahedi,Punch to Head At Distance,1,0,3 of 6,1 of 4,50%,25%,3 of 6,1 of 4,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,2 of 5,1 of 4,1 of 1,0 of 0,0 of 0,0 of 0,3 of 6,1 of 4,0 of 0,0 of 0,0 of 0,0 of 0,92c96df8bdab5fea
46f81d5ecd974c1c,win,ca28cdf526d6b6e9,52b6bf4528130e86,Nurullo Aliev,Shem Rock,0,0,51,44,1,1,1,0,Lightweight,U-DEC,3,5:00,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge27 - 30.Anders Ohlsson27 - 30.Cezary Wojciechowski27 - 30.,0,0,51 of 117,44 of 104,43%,42%,63 of 133,77 of 141,1 of 5,1 of 9,20%,11%,1,0,0,0,3:44,0:32,37 of 97,9 of 53,10 of 14,18 of 32,4 of 6,17 of 19,43 of 105,40 of 97,7 of 11,4 of 7,1 of 1,0 of 0,92c96df8bdab5fea
9027e156c6f1988a,win,b5c19c34f12c917e,ac0874309da489b9,Marek Bujlo,Denzel Freeman,0,0,31,49,0,0,0,0,Heavyweight,U-DEC,3,5:00,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Rich Mitchell,Vito Paolillo27 - 30.Mark Collett28 - 29.David Lethaby28 - 29.,0,0,31 of 80,49 of 79,38%,62%,31 of 80,49 of 79,0 of 0,0 of 0,---,---,0,0,0,0,0:28,0:00,3 of 22,19 of 43,6 of 14,6 of 10,22 of 44,24 of 26,31 of 79,45 of 73,0 of 0,4 of 6,0 of 1,0 of 0,92c96df8bdab5fea
856f6ee049373843,win,275aca31f61ba28c,6b453bc35a823c3f,Jack Della Maddalena,Islam Makhachev,0,0,18,30,0,4,0,0,Welterweight,U-DEC,5,5:00,8db1b36dde268ef6,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary45 - 50.Sal D'amato45 - 50.Ron McCarthy45 - 50.,0,0,18 of 61,30 of 57,29%,52%,30 of 74,140 of 188,0 of 1,4 of 4,0%,100%,0,0,0,0,0:00,19:10,10 of 45,14 of 40,6 of 12,6 of 7,2 of 4,10 of 10,14 of 56,20 of 41,4 of 5,3 of 4,0 of 0,7 of 12,8db1b36dde268ef6
7606f6b6c19f2d73,win,132deb59abae64b1,1ebe20ebbfa15e29,Valentina Shevchenko,Zhang Weili,0,0,41,32,5,0,0,0,Women's Flyweight,U-DEC,5,5:00,8db1b36dde268ef6,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Chris Bolinski45 - 50.Eric Colon45 - 50.Chris Lee45 - 50.,0,0,41 of 68,32 of 98,60%,32%,137 of 186,80 of 161,5 of 6,0 of 1,83%,0%,0,0,0,0,13:24,0:46,21 of 44,9 of 59,14 of 17,13 of 26,6 of 7,10 of 13,27 of 47,25 of 90,8 of 14,7 of 8,6 of 7,0 of 0,8db1b36dde268ef6
477af74ea3cbba8b,win,c32aeb1a59e6272d,45f7cb591c3ab00b,Sean Brady,Michael Morales,0,1,8,24,0,0,0,0,Welterweight,KO/TKO Punches,1,3:27,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Blake Grice,Punches to Head At Distance,0,1,8 of 22,24 of 52,36%,46%,8 of 22,24 of 52,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:02,5 of 15,24 of 50,0 of 0,0 of 1,3 of 7,0 of 1,8 of 22,21 of 47,0 of 0,0 of 1,0 of 0,3 of 4,8db1b36dde268ef6
3c60884853766487,win,7ee0fd831c0fe7c3,f1fac969a1d70b08,Leon Edwards,Carlos Prates,0,1,12,21,2,0,0,0,Welterweight,KO/TKO Punch,2,1:28,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,0,1,12 of 17,21 of 32,70%,65%,25 of 30,24 of 35,2 of 3,0 of 0,66%,---,0,0,0,0,3:00,0:01,4 of 8,8 of 16,0 of 0,2 of 3,8 of 9,11 of 13,11 of 16,19 of 30,1 of 1,1 of 1,0 of 0,1 of 1,8db1b36dde268ef6
9b5f190cd3f5ce16,win,c2299ec916bc7c56,08af939f41b5a57b,Beneil Dariush,Benoit Saint Denis,0,1,3,3,0,0,0,0,Lightweight,KO/TKO Punch,1,0:16,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0,1,3 of 5,3 of 5,60%,60%,3 of 5,3 of 5,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,0 of 2,3 of 5,1 of 1,0 of 0,2 of 2,0 of 0,2 of 4,0 of 1,1 of 1,2 of 3,0 of 0,1 of 1,8db1b36dde268ef6
292b83afa418635f,win,35673bf5204524ee,260e9e0d4954aea6,Bo Nickal,Rodolfo Vieira,1,0,77,24,2,0,1,0,Middleweight,KO/TKO Kick,3,2:24,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance,1,0,77 of 121,24 of 64,63%,37%,94 of 143,31 of 71,2 of 3,0 of 6,66%,0%,1,0,0,0,1:28,1:00,56 of 93,7 of 38,13 of 19,6 of 12,8 of 9,11 of 14,64 of 103,23 of 63,7 of 9,1 of 1,6 of 9,0 of 0,8db1b36dde268ef6
ebb012c5f3fd0cbb,win,d1c65d2cf2925ddd,9d83f6da776ff7d6,Roman Kopylov,Gregory Rodrigues,0,0,52,90,2,0,0,1,Middleweight,U-DEC,3,5:00,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Marc Goddard,Eric Colon27 - 30.Marcel Varela27 - 30.Sal D'amato28 - 29.,0,0,52 of 105,90 of 173,49%,52%,54 of 109,91 of 174,2 of 2,0 of 4,100%,0%,0,1,0,0,0:35,0:24,35 of 80,59 of 133,9 of 16,28 of 37,8 of 9,3 of 3,51 of 103,84 of 164,1 of 1,6 of 9,0 of 1,0 of 0,8db1b36dde268ef6
909cd8633507a0c8,win,669970f7feba8ecd,68d4a891e5cf2029,Erin Blanchfield,Tracy Cortez,0,0,52,46,2,1,1,0,Women's Flyweight,SUB Rear Naked Choke,2,4:44,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Blake Grice,Rear Naked Choke,0,0,52 of 116,46 of 104,44%,44%,65 of 134,50 of 108,2 of 3,1 of 3,66%,33%,1,0,1,0,2:43,0:30,38 of 100,35 of 88,6 of 8,7 of 12,8 of 8,4 of 4,51 of 115,45 of 100,1 of 1,1 of 4,0 of 0,0 of 0,8db1b36dde268ef6
e313286b307334a7,win,d776b5814f2400b4,2e45d08b3f2f02c8,Malcolm Wellmaker,Ethyn Ewing,0,0,77,85,0,3,0,0,Featherweight,U-DEC,3,5:00,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Keith Peterson,Chris Bolinski27 - 30.Ron McCarthy28 - 29.Marcel Varela28 - 29.,0,0,77 of 146,85 of 163,52%,52%,82 of 151,99 of 179,0 of 3,3 of 5,0%,60%,0,0,0,0,1:11,1:19,35 of 87,70 of 147,35 of 45,10 of 11,7 of 14,5 of 5,53 of 116,67 of 138,24 of 30,18 of 25,0 of 0,0 of 0,8db1b36dde268ef6
9bbdc2a2ab334541,win,d6c0cdd7e467c440,6ac9bc2953c47345,Kyle Daukaus,Gerald Meerschaert,1,0,8,0,0,0,1,0,Middleweight,SUB D'Arce Choke,1,0:50,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Herb Dean,D'Arce Choke On Ground,1,0,8 of 11,0 of 2,72%,0%,8 of 11,0 of 2,0 of 0,0 of 0,---,---,1,0,0,0,0:17,0:00,8 of 10,0 of 2,0 of 0,0 of 0,0 of 1,0 of 0,4 of 7,0 of 2,0 of 0,0 of 0,4 of 4,0 of 0,8db1b36dde268ef6
e3cbd663732f4a98,win,b8bbdeff718dbb7d,e0c6edcb5b5d0b90,Pat Sabatini,Chepe Mariscal,0,0,12,7,7,0,0,0,Featherweight,U-DEC,3,5:00,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Dan Miragliotta,Adrian Castro27 - 30.Sal D'amato27 - 30.Chris Lee27 - 30.,0,0,12 of 29,7 of 19,41%,36%,40 of 61,48 of 71,7 of 12,0 of 0,58%,---,0,0,0,1,10:37,0:48,10 of 24,2 of 13,2 of 5,2 of 3,0 of 0,3 of 3,4 of 18,6 of 13,2 of 2,1 of 4,6 of 9,0 of 2,8db1b36dde268ef6
6c2c6a6e3f4d04db,win,745fa7b605f8e2da,f0feeb2192937424,Angela Hill,Fatima Kline,0,0,56,115,0,4,0,0,Women's Strawweight,U-DEC,3,5:00,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Marc Goddard,Chris Bolinski27 - 30.Marcel Varela26 - 30.Eric Colon28 - 29.,0,0,56 of 120,115 of 223,46%,51%,65 of 137,152 of 268,0 of 0,4 of 7,---,57%,0,0,0,0,0:29,5:16,34 of 85,89 of 189,15 of 27,23 of 30,7 of 8,3 of 4,44 of 103,71 of 167,12 of 17,15 of 20,0 of 0,29 of 36,8db1b36dde268ef6
c037cf1f7b429d5e,win,d1feea7a4bdcd503,9508cc6184cb2450,Baisangur Susurkaev,Eric McConico,1,0,53,53,2,0,0,0,Middleweight,KO/TKO Punch,3,1:38,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Blake Grice,Punch to Head At Distance,1,0,53 of 88,53 of 107,60%,49%,105 of 143,90 of 150,2 of 7,0 of 0,28%,---,0,0,0,0,3:13,2:17,20 of 52,28 of 81,25 of 28,10 of 11,8 of 8,15 of 15,42 of 76,36 of 89,11 of 12,17 of 18,0 of 0,0 of 0,8db1b36dde268ef6
1a5378e32e8519ef,win,72f890c5d421e705,19c591115a58982c,Viacheslav Borshchev,Matheus Camilo,0,0,65,39,0,5,0,0,Lightweight,U-DEC,3,5:00,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Keith Peterson,Adrian Castro27 - 30.Marcel Varela27 - 30.Chris Bolinski28 - 29.,0,0,65 of 188,39 of 93,34%,41%,78 of 201,48 of 104,0 of 0,5 of 10,---,50%,0,0,1,0,0:24,3:22,40 of 150,27 of 79,16 of 25,6 of 6,9 of 13,6 of 8,64 of 186,37 of 90,1 of 2,1 of 2,0 of 0,1 of 1,8db1b36dde268ef6
4e224ebb6394611d,win,01641ba5df0c69b0,c6aee362c7a7d482,Gabriel Bonfim,Randy Brown,1,0,35,33,0,0,0,0,Welterweight,KO/TKO Knee,2,1:40,6436029b50a9c255,W,L,5 Rnd (5-5-5-5-5),Mark Smith,Knee to Head In Clinch,1,0,35 of 64,33 of 87,54%,37%,35 of 64,33 of 87,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,11 of 36,11 of 48,1 of 1,9 of 21,23 of 27,13 of 18,33 of 62,33 of 87,2 of 2,0 of 0,0 of 0,0 of 0,6436029b50a9c255
f7e9bd2d6f81aeae,win,2fe9032955c2e013,67c1d46f4ed16f9e,Matt Schnell,Joseph Morales,0,0,4,5,1,0,0,1,Flyweight,SUB Guillotine Choke,1,2:54,6436029b50a9c255,L,W,3 Rnd (5-5-5),Keith Peterson,Guillotine Choke From Guard,0,0,4 of 11,5 of 11,36%,45%,5 of 12,12 of 18,1 of 1,0 of 0,100%,---,0,1,1,1,0:15,1:12,1 of 8,4 of 10,2 of 2,0 of 0,1 of 1,1 of 1,4 of 11,2 of 7,0 of 0,0 of 0,0 of 0,3 of 4,6436029b50a9c255
